gene;Column1;alleles_with_growth_0-0.062;alleles_with_growth_0.062-0.12;alleles_with_growth_0.12-0.25;alleles_with_growth_0.25-0.5;alleles_with_growth_0.5-2;alleles_with_growth_2-4;alleles_with_growth_4-8;alleles_with_growth_8-16;alleles_with_growth_16-inf;pvalue;FDR;MeanFC_DIU1;gene_name;defline;description;synonyms;predalgo_protein_localization;PFAM;Panther;KOG;KEGG_ec;KEGG_Orthology;Gene_Ontology_terms;best_arabidopsis_TAIR10_hit_name;best_arabidopsis_TAIR10_hit_symbol;best_arabidopsis_TAIR10_hit_defline
Cre06.g249950;CHLRE_06g249950v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5598.t1;O;PF01504,PF02493;PTHR23086,PTHR23086:SF6;KOG0229;2.7.1.68;K00889;GO:0016307,GO:0046488;AT3G09920.1;PIP5K9;phosphatidyl inositol monophosphate 5 kinase
Cre06.g250000;CHLRE_06g250000v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5599.t1,Cre06.g250000.t1.1;O;-;-;-;-;-;-;-;-;-
Cre06.g250050;CHLRE_06g250050v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5600.t1;C;-;-;-;-;-;-;-;-;-
Cre06.g250250;CHLRE_06g250250v5;0;0;0;0;1;0;0;0;0;1;NA;0;ATPVC,ATPvC;Vacuolar ATP synthase subunit C;Vacuolar ATP synthase subunit C, vacuolar H+ ATPase V1 sector, subunit C;g5604.t1,Cre06.g250250.t1.1,ATPVC,ATPvC;O;PF03223;PTHR10137;KOG2909;3.6.3.14;K02148;GO:0015991,GO:0016820,GO:0033180;AT1G12840.1;ATVHA-C,DET3;vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)
Cre06.g250300;CHLRE_06g250300v5;0;0;0;0;3;0;0;0;0;1;1;0;FLA24,DHC1b,DHC1B;Cytoplasmic dynein 1b heavy chain (not an inner arm dynein);Homologue of mammalian cytoplasmic dynein 2 heavy chain.  Motor for retrograde intraflagellar transport.  Not an inner arm dynein.  Upregulated upon deflagellation by nearly 8-fold.  Previously annotated as DHC1b;g5606.t1,Cre06.g250300.t1.1,DHC1b,FLA24;O;PF08385,PF08393,PF07728,PF03028;PTHR10676,PTHR10676:SF34;KOG3595;-;K10414;GO:0005524,GO:0016887,GO:0003777,GO:0007018,GO:0030286;-;-;-
Cre06.g250500;CHLRE_06g250500v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5610.t1,Cre06.g250500.t1.1;C;PF01256;PTHR12592;KOG3974;-;-;-;AT5G19150.1;-;pfkB-like carbohydrate kinase family protein
Cre06.g250550;CHLRE_06g250550v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5611.t1,Cre06.g250550.t1.1;O;-;-;-;-;-;-;-;-;-
Cre06.g250600;CHLRE_06g250600v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5613.t1;SP;-;-;-;-;-;-;-;-;-
Cre06.g250650;CHLRE_06g250650v5;0;0;0;0;3;0;0;0;0;1;1;0;DRP4A,EZY8;Dynamin-related GTPase;Similar to DRP4 (MX-like) class of Dynamin-like GTPases.  Previously annotated as DRP4A.  Also named EZY8, an early zygote expressed protein [PMID: 18487630];g5614.t1,Cre06.g250650.t1.1,EZY8;C;PF01031,PF00350;PTHR11566:SF21,PTHR11566;-;-;-;GO:0005525,GO:0003924;AT2G14120.3;DRP3B;dynamin related protein
Cre06.g250700;CHLRE_06g250700v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5615.t2, g5615.t3, g5615.t1;M;-;-;-;-;-;-;-;-;-
Cre06.g250750;CHLRE_06g250750v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5616.t1,Cre06.g250750.t1.1;O;PF00443;PTHR24006,PTHR24006:SF54;KOG1871;3.1.2.15;K11842;GO:0004221,GO:0006511;AT4G39910.1;ATUBP3,UBP3;ubiquitin-specific protease 3
Cre06.g250800;CHLRE_06g250800v5;0;0;0;0;1;0;0;0;0;1;NA;0;CRB1;C1, subunit of the circadian RNA-binding protein CHLAMY1;"RNA-binding protein with three KH domains and a protein-protein interaction domain (WW) at the C-terminus; subunit of the circadian RNA-binding protein CHLAMY1 [PMID: 15190002]. Functional analysis by Voytsekh et al. 2008 [PMID: 18567830]";g5617.t1,CRB1, g5617.t2,CRB1;O;PF00397,PF00013;PTHR10288,PTHR10288:SF53;KOG2191;-;K13210;GO:0005515,GO:0003723;AT1G33680.1, AT2G25970.1;-;KH domain-containing protein
Cre06.g250850;CHLRE_06g250850v5;0;0;1;0;1;0;0;0;0;0.00432796628847;1;-2;MSH1;DNA mismatch repair protein, MutS homolog;DNA mismatch repair protein, MutS homolog.  Forms a complex with MutL (see MLH genes);g5618.t1,MSH1;O;PF01624,PF00488;PTHR11361:SF68,PTHR11361;-;-;-;GO:0005524,GO:0006298,GO:0030983;AT3G24320.1;ATMSH1,CHM,CHM1,MSH1;MUTL protein homolog 1
Cre06.g251000;CHLRE_06g251000v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5622.t1,Cre06.g251000.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre06.g251050;CHLRE_06g251050v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g5623.t1;O;PF00069;PTHR22971;KOG0583;-;-;GO:0004672,GO:0005524,GO:0006468;AT3G29160.1;AKIN11,ATKIN11,KIN11,SNRK1.2;SNF1 kinase homolog 11
Cre06.g251150;CHLRE_06g251150v5;0;0;0;0;1;0;0;0;0;1;NA;0;OHP1,OHP2;Low CO2 and stress-induced one-helix protein;"Low-CO2 inducible gene revealed by cDNA array analyses (LCI25); conserved in plants and Cyanobacteria; homologous to stress induced one-helix protein in Arabidopsis and possibly belonging to high-light inducible protein (HLIP) family (LHCII superfamily).";g5625.t1,Cre06.g251150.t1.1,OHP1;C;-;-;-;-;-;-;AT1G34000.1;OHP2;one-helix protein 2
Cre06.g251300;CHLRE_06g251300v5;0;0;0;0;1;0;0;0;0;1;NA;0;SMP6B;U6 snRNA-associated Sm-like small nuclear riboprotein LSm4;U6 snRNA-associated Sm-like small nuclear riboprotein LSm4.  LSm4 binds specifically to the 3\'-terminal U-tract of U6 snRNA.  Previously annotated as SMP6B;g5628.t1,Cre06.g251300.t1.1,SMP6B;O;PF01423;PTHR23338;KOG3293;-;K12623;-;AT5G27720.1;emb1644;Small nuclear ribonucleoprotein family protein
Cre06.g251550;CHLRE_06g251550v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;SPP3,SPP1C;Signal peptide peptidase;"SppA, protease IV, signal peptide peptidase, serine endopeptidase of S49 family (ClpP clan)1; expressed only in zygotes; nt sequence corresponds to probe 2 of MT+ locus in Ferris [PMID: 11805055], except for 6 missing nt in second exon (CDS) and a missing";g5633.t1,SPP1C,SPP3;O;PF01343;PTHR10381,PTHR10381:SF2;-;-;-;GO:0006508,GO:0008233;AT1G73990.1;SPPA,SPPA1;signal peptide peptidase
Cre06.g251650;CHLRE_06g251650v5;0;0;0;0;1;0;0;0;0;1;NA;0;PTC1;Low-affinity phosphate transporter;Putative low-affinity phosphate transporter, similar to yeast Pho87, Pho90 & Pho91 transporters involved in activation of the PHO pathway. Contains an N-terminal SPX domain and a C-terminal SLC13 permease domain.;g5635.t1,PTC1;O;PF00939,PF03105;PTHR10283:SF37,PTHR10283;KOG1281;-;K14430;GO:0005215,GO:0006814,GO:0016020,GO:0055085;AT5G47560.1;ATSDAT,ATTDT,TDT;tonoplast dicarboxylate transporter
Cre06.g251716;CHLRE_06g251716v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5637.t1,Cre06.g251700.t1.2;M;-;-;-;-;-;-;AT2G34860.1;EDA3;DnaJ/Hsp40 cysteine-rich domain superfamily protein
Cre06.g251800;CHLRE_06g251800v5;0;0;0;0;2;0;0;0;0;1;1;0;RFC4;DNA replication factor C complex subunit 4;"Homologous to eukaryotic RFC4 (DNA replication factor C complex subunit 4); accessory protein of DNA polymerase";g5639.t1,Cre06.g251800.t1.1,RFC4;O;PF08542,PF00004;PTHR11669;KOG0989;-;K10755;GO:0003689,GO:0005524,GO:0005663,GO:0006260;AT1G21690.1;EMB1968,RFC4;ATPase family associated with various cellular activities (AAA)
Cre06.g252100;CHLRE_06g252100v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5645.t1,Cre06.g252100.t1.1;C;-;PTHR12389;-;-;-;-;AT5G58410.1;-;HEAT/U-box domain-containing protein
Cre06.g252350;CHLRE_06g252350v5;0;0;0;0;1;0;0;0;0;1;NA;0;CGL70;Predicted protein;Conserved expressed protein of unknown function;g5650.t1,Cre06.g252350.t1.1, g5650.t2;M;PF12049;-;-;-;-;-;AT5G08400.2;-;Protein of unknown function (DUF3531)
Cre06.g252401;CHLRE_06g252401v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5651.t1;SP;PF01027;PTHR23291,PTHR23291:SF12;KOG2322;-;-;-;AT4G15470.1;-;Bax inhibitor-1 family protein
Cre06.g252450;CHLRE_06g252450v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5652.t1;O;PF01926,PF02824;PTHR11702:SF8,PTHR11702;KOG1487;-;-;GO:0005525,GO:0005622;AT4G39520.1;-;GTP-binding protein-related
Cre06.g252550;CHLRE_06g252550v5;0;0;0;0;3;0;0;0;0;1;1;0;DLA3;Dihydrolipoamide acetyltransferase;"Dihydrolipoamide acetyltransferase; E2 component of pyruvate dehydrogenase complex. Independent sequence at AY596299.";g5653.t1;M;PF00364,PF00198,PF02817;PTHR23151;KOG0557;-;-;GO:0008152,GO:0008415;AT3G52200.1;LTA3;Dihydrolipoamide acetyltransferase, long form protein
Cre06.g252576;CHLRE_06g252576v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5655.t1;M;-;-;-;-;-;-;-;-;-
Cre06.g252800;CHLRE_06g252800v5;0;0;0;1;0;0;0;0;0;0.0231820208218;NA;-1;-;-;-;g5661.t1,Cre06.g252801.t1.3;SP;PF01764;PTHR21493:SF9,PTHR21493;-;-;-;GO:0004806,GO:0006629;AT5G18630.1;-;alpha/beta-Hydrolases superfamily protein
Cre06.g253200;CHLRE_06g253200v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;PKY1;Protein tyrosine kinase;Protein tyrosine kinase.  Previously annotated as PKY1;g5674.t1,PKY1;M;PF07714;PTHR23257;KOG0192;-;-;GO:0004672,GO:0006468;AT3G24715.1;-;Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Cre06.g253250;CHLRE_06g253250v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5676.t1;O;-;PTHR11945:SF51,PTHR11945;-;-;-;-;-;-;-
Cre06.g254100;CHLRE_06g254100v5;0;0;0;0;1;0;0;0;0;1;NA;0;HRP6;-;-;g5711.t1,HRP6;M;-;-;-;-;-;-;-;-;-
Cre06.g254200;CHLRE_06g254200v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5714.t1,Cre06.g254200.t1.1;C;-;-;-;-;-;-;-;-;-
Cre06.g254450;CHLRE_06g254450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5724.t1,Cre06.g254450.t1.1;O;PF00646;PTHR12874,PTHR12874:SF4;-;-;K10295;GO:0005515;AT1G21760.1;ATFBP7,FBP7;F-box protein 7
Cre06.g254550;CHLRE_06g254550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5726.t1,Cre06.g254550.t1.1;O;-;-;-;-;-;-;-;-;-
Cre06.g254650;CHLRE_06g254650v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5728.t1,Cre06.g254650.t1.1;O;PF00642;PTHR12930;KOG1813;-;K13127;GO:0003676,GO:0008270;AT1G01350.1;-;Zinc finger (CCCH-type/C3HC4-type RING finger) family protein
Cre06.g254850;CHLRE_06g254850v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5731.t1;O;-;-;KOG2652;-;-;-;-;-;-
Cre06.g254917;CHLRE_06g254917v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g5732.t2, g5732.t1;SP;-;PTHR24420:SF490,PTHR24420;KOG4462;-;-;-;-;-;-
Cre06.g255050;CHLRE_06g255050v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5733.t1,Cre06.g255050.t1.1, g5733.t2;O;-;PTHR12183;-;-;-;-;AT3G23280.2;XBAT35;XB3 ortholog 5 in Arabidopsis thaliana
Cre06.g255200;CHLRE_06g255200v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5736.t1;O;-;-;-;-;-;-;-;-;-
Cre06.g255250;CHLRE_06g255250v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5737.t1;O;-;-;-;-;-;-;AT1G79200.1;-;-
Cre06.g255300;CHLRE_06g255300v5;0;0;0;0;1;0;0;0;0;1;NA;0;CGLD28;-;-;g5738.t1,Cre06.g255300.t1.1;C;-;-;-;-;-;-;AT1G67080.1;ABA4;abscisic acid (aba)-deficient 4
Cre06.g255550;CHLRE_06g255550v5;0;0;0;0;1;0;0;0;0;1;NA;0;EEP3;-;-;g5743.t2,EEP3, g5743.t1,EEP3;C;PF03372;-;-;-;-;-;-;-;-
Cre06.g255600;CHLRE_06g255600v5;0;0;0;0;2;0;0;0;0;1;1;0;EZY24;EZY1-like protein;"Highly similar to zygote-specific protein (EZY1), which localizes to chloroplast nucleoids and belongs to mating type-linked gene cluster [PMID: 8374951]; Genbank entry L20945.  May be hard to distinguish by genetics and EST mapping";g5744.t1,EZY24;C;-;-;-;-;-;-;-;-;-
Cre06.g255626;CHLRE_06g255626v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5745.t1;-;-;-;-;-;-;-;-;-;-
Cre06.g255700;CHLRE_06g255700v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g5747.t1;M;-;-;-;-;-;-;-;-;-
Cre06.g255750;CHLRE_06g255750v5;0;0;0;0;3;0;0;0;0;1;1;0;EZY1;Early zygote expressed chloroplast nucleoid localized protein;"Unknown protein, zygote-specific, originally called Class III, member of a tandemly repeated gene family [PMID: 3614194]; localizes to chloroplast nucleoids, expression is suppressed after UV treatment of plus gametes, postulated involvement in uniparenta";g5748.t1;C;-;-;-;-;-;-;-;-;-
Cre06.g255800;CHLRE_06g255800v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g5749.t1;O;-;-;-;-;-;-;-;-;-
Cre06.g256000;CHLRE_06g256000v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5753.t1,Cre06.g256000.t1.1;O;-;-;KOG3263;-;-;-;AT1G70620.1;-;cyclin-related
Cre06.g256050;CHLRE_06g256050v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5754.t1;O;PF00004;-;-;-;-;GO:0005524;AT4G27680.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre06.g256100;CHLRE_06g256100v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g5755.t1;M;-;-;-;-;-;-;AT4G27680.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre06.g256150;CHLRE_06g256150v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5756.t1,Cre06.g256150.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre06.g256300;CHLRE_06g256300v5;0;0;0;0;2;0;0;0;0;1;1;0;PPP20;-;-;g5759.t1,Cre06.g256300.t1.1,PPP20, g5759.t2,PPP20;M;PF07228;PTHR12320;KOG1379;-;-;GO:0003824;AT5G66720.2;-;Protein phosphatase 2C family protein
Cre06.g256350;CHLRE_06g256350v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5760.t1,Cre06.g256350.t1.1;SP;PF01011;-;-;-;-;-;-;-;-
Cre06.g256400;CHLRE_06g256400v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g5761.t1;SP;-;-;-;-;-;-;-;-;-
Cre06.g256420;CHLRE_06g256420v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5762.t1,Cre06.g256420.t1.1;O;PF07741,PF00382;PTHR11618:SF4,PTHR11618;KOG1597;-;-;GO:0005634,GO:0008270,GO:0016563,GO:0045893,GO:0003743,GO:0006413,GO:0006352,GO:0006355,GO:0030528;AT3G09360.1;-;Cyclin/Brf1-like TBP-binding protein
Cre06.g256500;CHLRE_06g256500v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5764.t2,Cre06.g256500.t1.1, g5764.t1;M;-;PTHR14187:SF33,PTHR14187;-;-;-;-;-;-;-
Cre06.g256600;CHLRE_06g256600v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5767.t1,Cre06.g256600.t1.1;O;-;-;-;-;-;-;-;-;-
Cre06.g256650;CHLRE_06g256650v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g5768.t1, g5768.t2;M;-;PTHR10887;-;-;-;-;-;-;-
Cre06.g256700;CHLRE_06g256700v5;0;0;0;0;7;2;0;0;0;0.187673171125;1;2;-;-;-;g5769.t1;C;-;PTHR10887;-;-;-;-;-;-;-
Cre06.g256800;CHLRE_06g256800v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5771.t2, g5771.t1;C;-;-;-;-;-;-;AT4G27910.1;ATX4,SDG16;SET domain protein 16
Cre06.g256850;CHLRE_06g256850v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5772.t2, g5772.t1;C;-;-;-;-;-;-;AT4G27910.1;ATX4,SDG16;SET domain protein 16
Cre06.g256900;CHLRE_06g256900v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5773.t1;C;-;-;-;-;-;-;AT4G27910.1;ATX4,SDG16;SET domain protein 16
Cre06.g256950;CHLRE_06g256950v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5774.t1,Cre06.g256950.t1.1;M;-;-;-;-;-;-;-;-;-
Cre06.g257000;CHLRE_06g257000v5;0;0;0;0;1;0;0;0;0;1;NA;0;SLP3,SULP3,SBP1;Sulfate binding protein, component of chloroplast transporter SulP;"Chloroplast ABC-type sulfate transporter; NCBI accessions AAS20264 (protein) and AY536253 (mRNA); PMID: 15278455.  Previously annotated as SBP1.  Discussed by Lindberg and Melis 2008 [PMID: 18682979]";g5775.t1,Cre06.g257000.t1.1,SLP3,SBP1;M;PF01547;-;-;-;-;GO:0005215,GO:0006810;-;-;-
Cre06.g257100;CHLRE_06g257100v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5777.t1;M;-;-;-;-;-;-;-;-;-
Cre06.g257150;CHLRE_06g257150v5;0;0;0;0;1;0;0;0;0;1;NA;0;RPL37A,RPL37a;Ribosomal protein L37a, component of cytosolic 80S ribosome and 60S large subunit;"Cytosolic 80S ribosomal protein L37a; Cytosolic 60S large ribosomal subunit protein L37a";g5778.t1,Cre06.g257150.t1.1,RPL37a;O;PF01780;PTHR11517;KOG0402;-;K02921;GO:0003735,GO:0005622,GO:0005840,GO:0006412;AT3G60245.1;-;Zinc-binding ribosomal protein family protein
Cre06.g257250;CHLRE_06g257250v5;0;0;0;0;3;0;0;0;0;1;1;0;BBS2;Bardet-Biedl syndrome-2 associated protein;"Protein similar to mammalian Bardet Biedl Syndrome 2; associated with flagella and basal bodies";g5782.t1,BBS2;O;-;-;-;-;-;-;-;-;-
Cre06.g257300;CHLRE_06g257300v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5783.t1;O;-;-;-;-;-;-;-;-;-
Cre06.g257400;CHLRE_06g257400v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5785.t1,Cre06.g257400.t1.1;C;-;-;-;-;-;-;-;-;-
Cre06.g257450;CHLRE_06g257450v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;ATPVL1,ATPvL1;Vacuolar ATP synthase subunit C proteolipid;Vacuolar H(+)-ATPase V0 sector, c/c\' subunits, vacuolar ATP synthase 16 kDa proteolipid subunit;g5786.t1,Cre06.g257450.t1.1,ATPVL1,ATPvL1;M;PF00137;PTHR10263;KOG0232;3.6.3.14;K02155;GO:0015078,GO:0015991,GO:0033177;AT1G19910.1;ATVHA-C2,AVA-2PE,AVA-P2;ATPase, F0/V0 complex, subunit C protein
Cre06.g257500;CHLRE_06g257500v5;0;0;0;0;1;0;0;0;0;1;NA;0;FTT2;14-3-3 protein;Fourteen-three-three (FTT) protein, homolog of Vigna angularis accession BAB47119. Found in the flagellar proteome [PMID: 15998802], same as centriole protein POC8 [PMID: 15964273]. In addition to its presence in the flagellar and centriole proteomes, thi;g5788.t1,Cre06.g257500.t1.1,FTT2;O;PF00244;PTHR18860;KOG0841;-;-;GO:0019904;AT3G02520.1;GF14 NU,GRF7;general regulatory factor 7
Cre06.g257550;CHLRE_06g257550v5;0;0;0;0;4;0;0;0;0;1;1;0;UCP2;Uncoupling protein;Uncoupling protein, probably mitochondrial;g5789.t1,Cre06.g257550.t1.1;O;PF00153;PTHR24089:SF151,PTHR24089;KOG0753;-;-;-;AT4G03115.1;-;Mitochondrial substrate carrier family protein
Cre06.g257600;CHLRE_06g257600v5;0;0;0;0;4;0;0;0;0;1;1;0;FA1;Flagellar Autonomy Protein;"Flagellar autotomy protein, required for pH-induced excision of flagella (gi:7671199); PMID: 10806107";g5790.t2, g5790.t1;O;-;PTHR24106;KOG4308;-;-;-;AT1G10510.1;emb2004;RNI-like superfamily protein
Cre06.g257700;CHLRE_06g257700v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5793.t1;O;-;-;KOG4674;-;-;-;-;-;-
Cre06.g257750;CHLRE_06g257750v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5794.t1;C;-;-;-;-;-;-;-;-;-
Cre06.g257800;CHLRE_06g257800v5;0;0;0;0;2;0;0;0;0;1;1;0;POL1B,POL1-1;DNA polymerase I, probably mitochondrial;Homologous to prokaryotic DNA polymerase I.  Involved in DNA repair and  functions in mitochondria (or chloroplast).  See Burgers et al. (2001) (PMID: 11579108).  Previously annotated as POL1B;g5795.t1,POL1-1,POL1B;C;PF00476;PTHR10133;-;-;-;GO:0003677,GO:0003887,GO:0006260;AT4G32700.2;TEB;"helicases;ATP-dependent helicases;nucleic acid binding;ATP binding;DNA-directed DNA polymerases;DNA binding"
Cre06.g257900;CHLRE_06g257900v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5797.t1;SP;PF07915;PTHR15414;-;-;K10088;-;AT5G35080.1;-;-
Cre06.g257950;CHLRE_06g257950v5;0;0;0;0;2;0;0;0;0;1;1;0;AST4;Aspartate aminotransferase;"Putative aspartate aminotransferase (EC 2.6.1.1); weak Target-P prediction of mitochondrial targeting; homology also predicts mitochondrial location, Found in the mitochondrial proteomic survey.";g5798.t1,Cre06.g257950.t1.1;SP;PF00155;PTHR11879;KOG1411;2.6.1.1;K14455;GO:0006520,GO:0008483,GO:0009058,GO:0016769,GO:0030170;AT2G30970.1;ASP1;aspartate aminotransferase 1
Cre06.g258100;CHLRE_06g258100v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5801.t1;M;PF03399;PTHR12436:SF4,PTHR12436;KOG1861;-;-;-;AT2G39340.1;-;SAC3/GANP/Nin1/mts3/eIF-3 p25 family
Cre06.g258150;CHLRE_06g258150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5802.t1;O;PF10199;-;-;-;-;-;AT5G65960.1;-;GTP binding
Cre06.g258200;CHLRE_06g258200v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5803.t1;O;PF00004;PTHR23069;-;-;-;GO:0005524;AT3G15120.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre06.g258226;CHLRE_06g258226v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g5804.t1;SP;PF02449;-;-;-;-;GO:0004565,GO:0005975,GO:0009341;-;-;-
Cre06.g258250;CHLRE_06g258250v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5805.t1;SP;-;-;-;-;-;-;-;-;-
Cre06.g258300;CHLRE_06g258300v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g5806.t1;O;-;-;-;-;-;-;-;-;-
Cre06.g258350;CHLRE_06g258350v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g5807.t1;C;-;PTHR10588,PTHR10588:SF29;-;-;-;-;-;-;-
Cre06.g258363;CHLRE_06g258363v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5808.t1,Cre06.g258363.t1.1;O;PF00612;PTHR10588,PTHR10588:SF29;-;-;-;GO:0005515;AT5G22320.2;-;Leucine-rich repeat (LRR) family protein
Cre06.g258400;CHLRE_06g258400v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5809.t1,Cre06.g258400.t1.1;O;PF08737;PTHR12507,PTHR12507:SF2;-;-;-;-;AT1G50120.1;-;-
Cre06.g258450;CHLRE_06g258450v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5810.t1, g5810.t2,Cre06.g258450.t1.1;O;-;-;-;-;-;-;-;-;-
Cre06.g258500;CHLRE_06g258500v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g5811.t1;O;-;-;-;-;-;-;-;-;-
Cre06.g258583;CHLRE_06g258583v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g5814.t1,Cre06.g258583.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre06.g258650;CHLRE_06g258650v5;0;0;0;0;2;0;0;0;0;1;1;0;PGM6;Phosphoglycerate mutase-like protein;Phosphoglycerate/bisphosphoglycerate mutase family protein;g5816.t1,Cre06.g258650.t1.1,PGM6;C;PF00300;-;-;-;-;-;AT2G17280.1;-;Phosphoglycerate mutase family protein
Cre06.g258700;CHLRE_06g258700v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;PYC1;Pyruvate carboxylase;"Pyruvate carboxylase [EC:6.4.1.1]; a biotin-dependent enzyme; catalyses the ATP-dependent carboxylation of pyruvate to oxaloacetate; enzyme is essential in gluconeogenesis";g5817.t1,PYC1;O;PF02436,PF02785,PF00682,PF00364,PF02786,PF00289;PTHR18866:SF10,PTHR18866;-;6.4.1.1;K01958;GO:0016874,GO:0003824,GO:0005524,GO:0008152;AT1G03090.2;MCCA;methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)
Cre06.g258733;CHLRE_06g258733v5;0;0;0;0;1;0;0;0;0;1;NA;0;LEU2;-;-;g5818.t2,Cre06.g258750.t1.2,LEU2, g5818.t1,Cre06.g258750.t2.1,LEU2;O;PF00682,PF08502;PTHR10277:SF9,PTHR10277;-;2.3.3.13;K01649;GO:0003824,GO:0003852,GO:0009098;AT1G18500.1;IPMS1,MAML-4;methylthioalkylmalate synthase-like 4
Cre06.g258850;CHLRE_06g258850v5;0;0;0;0;1;0;0;0;0;1;NA;0;EZY7;-;-;g5820.t1,Cre06.g258850.t1.1,EZY7;O;PF04232;-;-;-;-;-;-;-;-
Cre06.g258950;CHLRE_06g258950v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5822.t1;SP;-;-;-;-;-;-;-;-;-
Cre06.g259000;CHLRE_06g259000v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g5823.t1,Cre06.g259000.t1.1;SP;-;-;-;-;-;-;-;-;-
